id,icij_sar_id,filer_org_name_id,filer_org_name,begin_date,begin_date_year,end_date,end_date_year,originator_bank_id,originator_bank,originator_bank_display,originator_bank_continent,originator_bank_country,originator_iso,beneficiary_bank_id,beneficiary_bank,beneficiary_bank_continent,beneficiary_bank_country,beneficiary_iso,number_transactions,amount_transactions
227172,2395,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 1, 2013",2013,"Apr 29, 2013",2013,housing-and-development-bank,Housing And Development Bank,Housing And Development Bank,Africa,Egypt,EGY,raiffeisen-bank-international-ag-vienna-austria-aut,Raiffeisen Bank International AG,Europe,Austria,AUT,2,15148
226755,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 3, 2014",2014,"Dec 3, 2014",2014,hsbc,HSBC,HSBC,Asia,Hong Kong,HKG,credit-suisse-singapore-sgp,Credit Suisse,Asia,Singapore,SGP,1,300000
228584,2297,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Feb 13, 2014",2014,"Feb 13, 2014",2014,hsbc,HSBC,HSBC,Asia,Hong Kong,HKG,bank-otsar-ha-hayal-ltd-ramat-gan-israel-isr,Bank Otsar Ha-Hayal Ltd,Asia,Israel,ISR,1,39975
238005,3045,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 20, 2014",2014,"Jun 5, 2014",2014,hsbc,HSBC,HSBC,North America,Panama,PAN,bsi-sa-lugano-switzerland-che,BSI SA,Europe,Switzerland,CHE,4,7993840
226757,3991,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 5, 2015",2015,"Jun 16, 2015",2015,hsbc,HSBC,HSBC,Asia,Hong Kong,HKG,dbs-bank-ltd-singapore-sgp,DBS Bank Ltd,Asia,Singapore,SGP,7,25500000
223885,3430,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 8, 2013",2013,"Mar 8, 2013",2013,hsbc-bank,HSBC Bank,HSBC Bank,Europe,United Kingdom,GBR,dnb-bank-asa-oslo-norway-nor,DNB Bank Asa,Europe,Norway,NOR,1,9199004
226828,3913,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Oct 5, 2016",2016,"Dec 29, 2016",2016,hsbc-bank,HSBC Bank,HSBC Bank,Europe,Russia,RUS,sberbank-of-russia-moscow-russia-rus,Sberbank of Russia,Europe,Russia,RUS,56,10900000
232175,3976,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 2, 2016",2016,"Nov 29, 2016",2016,hsbc-bank,HSBC Bank,HSBC Bank,Europe,Russia,RUS,ablv-bank-as-riga-latvia-lva,ABLV Bank AS,Europe,Latvia,LVA,21,4258807.48
236371,4244,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 15, 2013",2013,"Jun 20, 2014",2014,hsbc-hong-kong-hkg,HSBC Hong Kong,HSBC Hong Kong,Asia,Hong Kong,HKG,south-american-international-bank-willemstad-curacao-cuw,South American International Bank,South America,Curacao,CUW,6,16595000
227466,3575,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 2, 2015",2015,"Mar 17, 2015",2015,hsbc-hong-kong,HSBC Hong Kong,HSBC Hong Kong,Asia,Hong Kong,HKG,dbs-bank-ltd-singapore-sgp,DBS Bank Ltd,Asia,Singapore,SGP,7,9375845
234293,4293,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Oct 2, 2015",2015,"Oct 13, 2015",2015,hsbc-hong-kong,HSBC Hong Kong,HSBC Hong Kong,Asia,Hong Kong,HKG,dbs-bank-ltd-singapore-sgp,DBS Bank Ltd,Asia,Singapore,SGP,4,2741500
226540,3981,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Oct 27, 2016",2016,"Oct 27, 2016",2016,hsbc-private-bank,HSBC Private Bank,HSBC Private Bank,Europe,Monaco,MCO,kbl-european-private-bankers-sa-luxembourg-lux,Kbl European Private Bankers S.A.,Europe,Luxembourg,LUX,1,50400000
224728,4145,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Sep 21, 2015",2015,"Sep 21, 2015",2015,hsbc-singapore-general-account,HSBC Singapore General Account,HSBC Singapore General Account,Asia,Singapore,SGP,dbs-bank-ltd-singapore-sgp,DBS Bank Ltd,Asia,Singapore,SGP,1,4920748.22
234300,4293,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Oct 5, 2015",2015,"Oct 9, 2015",2015,hsbc-singapore-general-account,HSBC Singapore General Account,HSBC Singapore General Account,Asia,Singapore,SGP,dbs-bank-ltd-singapore-sgp,DBS Bank Ltd,Asia,Singapore,SGP,3,5870272.71
224255,2393,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jul 18, 2013",2013,"Jul 23, 2013",2013,hsh-nordbank-ag,Hsh Nordbank AG,Hsh Nordbank AG,Europe,Germany,DEU,danske-bank-as-estonia-branch-tallinn-estonia-est,Danske Bank A/S Estonia Branch,Europe,Estonia,EST,2,2399800
233714,3233,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Oct 7, 2013",2013,"Oct 7, 2013",2013,hsh-nordbank-ag,Hsh Nordbank AG,Hsh Nordbank AG,Europe,Germany,DEU,bank-of-baroda-ras-al-khaimah-uae-are,Bank of Baroda,Asia,United Arab Emirates,ARE,1,1201900.23
234710,2415,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jul 18, 2013",2013,"Jul 18, 2013",2013,hsh-nordbank-ag,Hsh Nordbank AG,Hsh Nordbank AG,Europe,Germany,DEU,as-expobank-riga-latvia-lva,AS Expobank,Europe,Latvia,LVA,1,123761.44
234717,2415,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Aug 15, 2013",2013,"Aug 15, 2013",2013,hsh-nordbank-ag,Hsh Nordbank AG,Hsh Nordbank AG,Europe,Germany,DEU,as-expobank-riga-latvia-lva,AS Expobank,Europe,Latvia,LVA,1,1560000
240325,2392,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Feb 20, 2013",2013,"Mar 27, 2013",2013,hsh-nordbank-ag,Hsh Nordbank AG,Hsh Nordbank AG,Europe,Germany,DEU,as-expobank-riga-latvia-lva,AS Expobank,Europe,Latvia,LVA,11,5670000
223875,3430,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 15, 2013",2013,"Mar 15, 2013",2013,hua-nan-commercial-bank-ltd,"Hua Nan Commercial Bank, Ltd","Hua Nan Commercial Bank, Ltd",Asia,Hong Kong,HKG,shanghai-pudong-development-bank-shanghai-china-chn,Shanghai Pudong Development Bank,Asia,China,CHN,1,300000
223876,3430,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 4, 2013",2013,"Mar 26, 2013",2013,hua-nan-commercial-bank-ltd,"Hua Nan Commercial Bank, Ltd","Hua Nan Commercial Bank, Ltd",Asia,Hong Kong,HKG,bank-of-ningbo-co-ltd-ningbo-china-chn,"Bank of Ningbo Co., Ltd.",Asia,China,CHN,3,2012944.86
231259,3064,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 29, 2015",2015,"May 6, 2015",2015,ibm-southeast-employees-federal-cu,Ibm Southeast Employees Federal Cu,Ibm Southeast Employees Federal Cu,North America,United States,USA,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,Australia,AUS,2,7000
234302,4293,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Oct 9, 2015",2015,"Oct 30, 2015",2015,icici-bank-limited,Icici Bank Limited,Icici Bank Limited,Asia,Singapore,SGP,bank-of-india-indonesia-jakarta-indonesia-idn,Bank of India Indonesia,Asia,Indonesia,IDN,4,15500000
237690,3649,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 3, 2015",2015,"Nov 3, 2015",2015,icici-bank-limited,Icici Bank Limited,Icici Bank Limited,Asia,Singapore,SGP,bank-of-india-indonesia-jakarta-indonesia-idn,Bank of India Indonesia,Asia,Indonesia,IDN,1,5309392.06
235151,3955,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 9, 2016",2016,"Mar 9, 2016",2016,industrial-and-commercial-bank-of-china,Industrial And Commercial Bank of China,Industrial And Commercial Bank of China,Asia,China,CHN,dbs-bank-china-limited-qingdao-china-chn,DBS Bank,Asia,China,CHN,2,64500000
234925,3924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Aug 12, 2015",2015,"Aug 12, 2015",2015,industrial-bank-co-hong-kong-branch,Industrial Bank Co Hong Kong Branch,Industrial Bank Co Hong Kong Branch,Asia,Hong Kong,HKG,dbs-bank-hong-kong-hkg,DBS Bank,Asia,Hong Kong,HKG,1,9180781
236081,2399,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Aug 20, 2013",2013,"Aug 20, 2013",2013,ing-bank-eurasia-zao,ING Bank Eurasia Zao,ING Bank Eurasia Zao,Europe,Russia,RUS,rietumu-banka-jsc-riga-latvia-lva,Rietumu Banka JSC,Europe,Latvia,LVA,1,1636315.72
224333,2295,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Aug 8, 2017",2017,"Oct 31, 2017",2017,ing-bank-nv,ING Bank NV,ING Bank NV,Europe,Netherlands,NLD,rosbank-moscow-russia-rus,Rosbank,Europe,Russia,RUS,7,44700000
225019,2746,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 14, 2014",2014,"Feb 17, 2015",2015,ing-bank-slaski-sa,ING Bank Slaski S.A.,ING Bank Slaski S.A.,Europe,Poland,POL,jsc-norvik-banka-riga-lv-lva,JSC Norvik Banka,Europe,Latvia,LVA,7,1262566.75
237731,2439,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Sep 25, 2014",2014,"Sep 29, 2014",2014,ing-bank-slaski-sa,ING Bank Slaski S.A.,ING Bank Slaski S.A.,Europe,Poland,POL,danske-bank-as-tallinn-estonia-est,Danske Bank A/S,Europe,Estonia,EST,3,11100000
